time[ms],R1[ohm]
756314,5837.10
757317,5861.51
758320,5935.20
759323,5861.51
760326,5935.20
761329,5837.10
762332,5861.51
763335,6160.49
764338,5837.10
765341,5837.10
766345,5837.10
767347,5812.77
768351,5861.51
769353,5984.72
770357,5837.10
771359,6135.14
772363,5788.51
773366,5910.56
774369,5692.22
775372,5861.51
776375,5886.00
777378,5668.34
778381,5861.51
779384,5740.22
780388,5788.51
781390,5861.51
782394,5910.56
783396,5764.33
784400,5935.20
785402,6109.87
786406,5861.51
787409,6034.54
788412,5861.51
789415,5886.00
790418,5837.10
791421,5886.00
792424,5644.52
793427,5837.10
794430,5812.77
795433,5910.56
796437,5861.51
797440,6034.54
798443,5886.00
799446,5812.77
800449,5550.00
801452,5886.00
802455,5788.51
803459,6135.14
804461,5886.00
805465,6135.14
806467,5837.10
807471,5861.51
808473,5788.51
809477,5812.77
810479,5861.51
811483,5861.51
812486,5644.52
813489,5886.00
814492,5886.00
815495,5716.18
816498,5788.51
817501,5886.00
818504,5910.56
819508,5740.22
820510,5837.10
821514,5886.00
822516,5812.77
823520,5716.18
824522,5886.00
825526,5935.20
826528,5788.51
827532,6185.92
828535,5935.20
829538,5812.77
830541,5861.51
831544,5620.78
832547,5620.78
833550,5886.00
834553,5837.10
835557,5959.92
836559,6160.49
837563,5503.17
838565,5812.77
839569,5788.51
840571,5837.10
841575,5644.52
842577,5716.18
843581,5886.00
844584,5886.00
845587,5788.51
846590,5910.56
847593,5788.51
848596,5837.10
849599,5886.00
850603,5644.52
851606,6160.49
852609,5984.72
853612,5886.00
854615,5837.10
855618,5740.22
856621,5861.51
857624,5935.20
858628,5837.10
859630,5716.18
860634,6059.57
861636,5764.33
862640,5861.51
863642,5886.00
864646,6160.49
865648,5503.17
866652,5886.00
867655,5812.77
868658,5812.77
869661,5644.52
870664,5861.51
871667,5910.56
872670,5886.00
873673,5837.10
874677,6084.68
875679,5910.56
876683,5788.51
877685,5861.51
878689,6009.59
879691,5597.12
880695,5861.51
881698,5935.20
882701,5812.77
883704,5886.00
884707,6160.49
885710,5886.00
886713,5812.77
887716,5861.51
888719,5837.10
889722,6135.14
890726,5812.77
891728,5837.10
892732,5935.20
893734,5644.52
894738,5837.10
895740,5886.00
